prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_AWD_HHSF223201310079C_7524_-NONE-_-NONE-,HHSF223201310079C,,5625079.00,2013-08-07,2013,075,Department of Health and Human Services (HHS),7524,FOOD AND DRUG ADMINISTRATION,75F401,FDA OFFICE OF ACQ  GRANT SVCS,075,Department of Health and Human Services (HHS),7524,FOOD AND DRUG ADMINISTRATION,75F401,FDA OFFICE OF ACQ  GRANT SVCS,075-2014/2014-0600-000,075-0600,047006379,"HARVARD COLLEGE, PRESIDENT & FELLOWS OF","HARVARD COLLEGE, PRESIDENT & FELLOWS OF",001963263,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,USA,UNITED STATES,25 SHATTUCK ST,BOSTON,MA,,021156027,07,,,Boston,MA,,021156027,07,USA,UNITED STATES,IGF::CT::IGF BROAD AGENCY ANNOUNCEMENT MCMI R&D CONTRACT WITH WYSS INSTITUTE FOR BIOLOGICALLY INSPIRED ENGINEERING AT HARVARD UNIVERSITY,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2017,10,167872-5073056,0.00,2017-09-26,2017,076593722,"CHILDREN'S HOSPITAL CORPORATION, THE",CHILDRENS HOSPITAL BOSTON,076593722,"CHILDREN'S HOSPITAL CORPORATION, THE",USA,UNITED STATES,300 LONGWOOD AVE,BOSTON,MA,,021155724,07,,"Hospital,Nonprofit Organization",,Boston,MA,,021155724,07,USA,UNITED STATES,"The goal of the proposed research is to determine whether three different micro-engineered  organ-on-chip  microphysiological systems (Gut Chip, Bone Marrow Chip and Lung Chip) can serve as in vitro alternatives to in vivo screening of Medical Countermeasures (MCMs) for Acute Radiation Syndrome. In Phase 1 (24 months) of the Base Period (42 months), we will begin studies with a human Gut Chip that contains living human intestinal epithelial cells cultured within microfluidic devices that recapitulate the three- dimensional (3D) villus architecture and mechanically active microenvironment of the living intestine. Radiation sensitivity and MCM studies will be carried out using the gut chip in the presence or absence of a living microbiome. In addition, we will carry out experiments using a Bone Marrow Chip that is formed by engineering whole artificial bone in a living mouse, and then removing it and culturing it within a microfluidic device. Although we will begin with mouse marrow, we also will carry out studies to explore if we can replace the mouse marrow cells with cells from human cord blood to create a human Bone Marrow Chip.",,,,,,,,,,
CONT_AWD_HHSN272201400004C_7529_-NONE-_-NONE-,HHSN272201400004C,,74734095.00,2014-01-09,2014,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,75N930,NATIONAL INSTITUTES OF HEALTH NIAID,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,75N930,NATIONAL INSTITUTES OF HEALTH NIAID,075-2017/2017-0885-000;075-2018/2018-0885-000;075-2019/2019-0885-000,075-0885,066469933,EMORY UNIVERSITY,EMORY UNIVERSITY,066469933,EMORY UNIVERSITY,USA,UNITED STATES,201 DOWMAN DR,ATLANTA,GA,Georgia,303221018,05,,,Atlanta,GA,Georgia,303224250,05,USA,UNITED STATES,IGF::OT::IGF NIAID CENTERS OF EXCELLENCE FOR INFLUENZA RESEARCH AND SURVEILLANCE (CEIRS),541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2016,12,T692530,127583.00,2016-12-14,2017,071723621,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC",BIDMC,071723563,"Caregroup, Inc.",USA,UNITED STATES,330 BROOKLINE AVE,BOSTON,MA,Massachusetts,022155400,08,,"Hospital,Nonprofit Organization",,Boston,MA,Massachusetts,022155491,08,USA,UNITED STATES,Emory / UGA CEIRS,,,,,,,,,,
CONT_AWD_HHSS283201300001C_7522_-NONE-_-NONE-,HHSS283201300001C,,210301771.00,2013-01-14,2013,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075-2017/2017-1362-000;075-2017/2017-1363-000;075-2017/2017-1364-000;075-2018/2018-1362-000;075-2018/2018-1363-000;075-2018/2018-1364-000;075-2019/2019-1364-000,075-1362;075-1363;075-1364,004868105,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,004868105,RESEARCH TRIANGLE INSTITUTE,USA,UNITED STATES,3040 CORNWALLIS RD,RESEARCH TRIANGLE PARK,NC,North Carolina,277090155,04,,,Research Triangle Park,NC,North Carolina,277090155,04,USA,UNITED STATES,IGF::OT::IGF 2014-2017 NATIONAL SURVEY ON DRUG USE AND HEALTH (NSDUH),541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",sub-contract,2018,7,12-312-0213986,26384.19,2018-07-25,2018,093291644,"STRATCOMM, INC.",STRATEGIC COMMUNICATIONS,,,USA,UNITED STATES,24 SUPERIOR DR STE 103,NATICK,MA,Massachusetts,017601535,07,,"For-Profit Organization,S Corporation,Service Disabled Veteran Owned,Veteran Owned Business",,Natick,MA,Massachusetts,017601535,07,USA,UNITED STATES,Subcontract 12-312-0213986 Initial Award,,,,,,,,,,
CONT_IDV_HHSO100201700030C_7505,HHSO100201700030C,,25922389.00,2017-09-29,2017,075,Department of Health and Human Services (HHS),7505,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,75A501,OFFICE OF ACQ  MGMT POLICY,075,Department of Health and Human Services (HHS),7505,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,75A501,OFFICE OF ACQ  MGMT POLICY,075-X-0140-000,075-0140,009232752,SRI INTERNATIONAL,SRI INTERNATIONAL,009232752,SRI INTERNATIONAL,USA,UNITED STATES,333 RAVENSWOOD AVE,MENLO PARK,CA,California,940253453,18,,,Menlo Park,CA,California,94025,14,USA,UNITED STATES,IGF::OT::IGF POINT OF CARE BIODOSIMETRY TEST,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2019,6,PO20505,3062799.00,2018-01-12,2018,150685808,WEB INDUSTRIES INC.,,150685808,WEB INDUSTRIES INC.,USA,UNITED STATES,700 NICKERSON RD STE 250,MARLBOROUGH,MA,Massachusetts,017524715,03,,"For-Profit Organization,S Corporation",,Marlborough,MA,Massachusetts,01752,03,USA,UNITED STATES,Production MSS units,,,,,,,,,,
CONT_AWD_HHSM500201200017C_7530_-NONE-_-NONE-,HHSM500201200017C,,98261240.00,2011-12-09,2012,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,,,172851412,HEALTH RESEARCH AND EDUCATIONAL TRUST,HEALTH RESEARCH AND EDUCATIONAL TRUST,051064566,AMERICAN HOSPITAL ASSOCIATION INC,USA,UNITED STATES,155 N WACKER DR STE 400,CHICAGO,IL,,606064425,07,,"Contracts and Grants,Nonprofit Organization",CHICAGO,IL,,606061725,07,USA,UNITED STATES,HOSPITAL ENGAGEMENT CONTRACTOR,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,sub-contract,2014,4,80299-IHI,500099.20,2014-02-04,2014,859038937,INSTITUTE FOR HEALTHCARE IMPROVEMENT,,363459905,INSTITUTE FOR HEALTHCARE IMPROVEMENT,USA,UNITED STATES,20 UNIVERSITY RD STE 7,CAMBRIDGE,MA,,021385815,08,,"Contracts and Grants,Nonprofit Organization",,Cambridge,MA,,021385756,08,USA,UNITED STATES,"Option Year Scope of Work:
 Tasks:
 1. Subcontractor agrees to work with and track progress of participating acute, critical access (CAH) and children s hospitals on implementing improvement interventions, submitting data, and analyzing data to guide improvement in all topics. Specifically, subcontractor will be required to work with participating hospitals on the topics below. Hospitals can be exempt from working on CLABSI, OB Adverse Events, SSI and/or VAE only if they do not provide these inpatient services.
 a. Adverse drug events (ADE), including at a minimum, opioid safety, anticoagulation safety, and glycemic management
 b. Catheter-associated urinary tract infections (CAUTI), in all hospital settings, including the placement of catheters in the ER.
 c. Central line-associated blood stream infections (CLASBI), in all hospital settings, not just Intensive Care Units (ICUs)
 d. Injuries from falls and immobility
 e. Obstetrical adverse events, including Early Elective Deliveries (EED) reduction.  Expand obstetrical adverse events to include, at minimum, obstetrical hemorrhage, and preeclampsia treatment and management to prevent morbidity and mortality.
 f. Pressure Ulcers
 g. Surgical Site Infections, to include measurement and improvement of SSI for multiple classes of surgeries
 h. Venous thromboembolism (VTE), including, at a minimum, all surgical settings
 i. Ventilator-Associated Events (VAE), to include Infection-related Ventilator-Association Complication (IVAC) and Ventilator-Associated Pneumonia (VAP)
 j. Readmissions
 2. Continue to carry out the activities as defined in subcontractor option year work plan.  The contractor will discuss progress on the activities of the option year work plan and provide opportunity to subcontractor to make adjustments as needed at least monthly. 
 3. Continue to have the subcontractor program personnel participate at national program activities promoted by the AHA/HRET HEN including but not limited to: AHA/HRET HEN educational offerings, CMS/National Content Developer events, etc. 
 4. Continue to have the subcontractor program personnel participate at subcontractor meetings held by the Contractor.
 5. Continue to actively promote and highly encourage participation in the national educational offerings including but not limited AHA/HRET HEN educational offerings, CMS/National Content Developer events, etc. to all participating hospitals.
 6. Continue to provide technical assistance and support to participating hospitals to ensure that methods proposed to reduce the ten core harm events are implemented.  Such technical assistance may include establishing learning collaborative, developing data sharing networks and developing mechanisms to support peer to peer training among hospitals.
 7. Continue to work collaboratively with other subcontractors to foster a peer-to-peer learning and sharing environment to advance the overall project goals.
 8. Continue to coordinate with other Partnership for Patients (PFP) participants and stakeholders including the QIO community and the Community Based Care Transitions Program where applicable to collect and share data and other elements necessary to implement, operate, and evaluate the PFP, and to achieve the shared aims of the project while working to eliminate duplication.
 9. Continue to work with all acute/CAH/children s hospitals to align measurement, ensure minimally 80 percent of acute/CAH/children s hospitals are submitting at least eight data points on all applicable topics, and monitor progress towards the overall project goal of 40% reduction of harm and 20% reduction of readmission by December 8, 2014.
 
 Deliverables:
 Institute for Healthcare Improvement s (IHI) 2014 Agreement: Tasks and Deliverables
 
 Under the direction of the HRET Project Director, Maulik Joshi (or his designee), IHI will provide up to x FTEs to perform the following activities:
 
 1)Participate in the planning, development, implementation and evaluation of",,,,,,,,,,
CONT_AWD_HHSM500201200017C_7530_-NONE-_-NONE-,HHSM500201200017C,,98261240.00,2011-12-09,2012,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,,,172851412,HEALTH RESEARCH AND EDUCATIONAL TRUST,HEALTH RESEARCH AND EDUCATIONAL TRUST,051064566,AMERICAN HOSPITAL ASSOCIATION INC,USA,UNITED STATES,155 N WACKER DR STE 400,CHICAGO,IL,,606064425,07,,"Contracts and Grants,Nonprofit Organization",CHICAGO,IL,,606061725,07,USA,UNITED STATES,HOSPITAL ENGAGEMENT CONTRACTOR,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,sub-contract,2014,4,80299-MA,359628.80,2014-02-12,2014,066630302,"MASSACHUSETTS HOSPITAL ASSOCIATION, INC., THE",,066630302,"MASSACHUSETTS HOSPITAL ASSOCIATION, INC., THE",USA,UNITED STATES,5 NEW ENGLAND EXECUTIVE PARK,BURLINGTON,MA,,018035010,06,,"Grants,Nonprofit Organization",,Burlington,MA,,018035010,06,USA,UNITED STATES,"Option Year Scope of Work:
 Tasks:
 1. Subcontractor agrees to work with and track progress of participating acute, critical access (CAH) and children s hospitals on implementing improvement interventions, submitting data, and analyzing data to guide improvement in all topics. Specifically, subcontractor will be required to work with participating hospitals on the topics below. Hospitals can be exempt from working on CLABSI, OB Adverse Events, SSI and/or VAE only if they do not provide these inpatient services.
 a. Adverse drug events (ADE), including at a minimum, opioid safety, anticoagulation safety, and glycemic management
 b. Catheter-associated urinary tract infections (CAUTI), in all hospital settings, including the placement of catheters in the ER.
 c. Central line-associated blood stream infections (CLASBI), in all hospital settings, not just Intensive Care Units (ICUs)
 d. Injuries from falls and immobility
 e. Obstetrical adverse events, including Early Elective Deliveries (EED) reduction.  Expand obstetrical adverse events to include, at minimum, obstetrical hemorrhage, and preeclampsia treatment and management to prevent morbidity and mortality.
 f. Pressure Ulcers
 g. Surgical Site Infections, to include measurement and improvement of SSI for multiple classes of surgeries
 h. Venous thromboembolism (VTE), including, at a minimum, all surgical settings
 i. Ventilator-Associated Events (VAE), to include Infection-related Ventilator-Association Complication (IVAC) and Ventilator-Associated Pneumonia (VAP)
 j. Readmissions
 2. Continue to carry out the activities as defined in subcontractor option year work plan.  The contractor will discuss progress on the activities of the option year work plan and provide opportunity to subcontractor to make adjustments as needed at least monthly. 
 3. Continue to have the subcontractor program personnel participate at national program activities promoted by the AHA/HRET HEN including but not limited to: AHA/HRET HEN educational offerings, CMS/National Content Developer events, etc. 
 4. Continue to have the subcontractor program personnel participate at subcontractor meetings held by the Contractor.
 5. Continue to actively promote and highly encourage participation in the national educational offerings including but not limited AHA/HRET HEN educational offerings, CMS/National Content Developer events, etc. to all participating hospitals.
 6. Continue to provide technical assistance and support to participating hospitals to ensure that methods proposed to reduce the ten core harm events are implemented.  Such technical assistance may include establishing learning collaborative, developing data sharing networks and developing mechanisms to support peer to peer training among hospitals.
 7. Continue to work collaboratively with other subcontractors to foster a peer-to-peer learning and sharing environment to advance the overall project goals.
 8. Continue to coordinate with other Partnership for Patients (PFP) participants and stakeholders including the QIO community and the Community Based Care Transitions Program where applicable to collect and share data and other elements necessary to implement, operate, and evaluate the PFP, and to achieve the shared aims of the project while working to eliminate duplication.
 9. Continue to work with all acute/CAH/children s hospitals to align measurement, ensure minimally 80 percent of acute/CAH/children s hospitals are submitting at least eight data points on all applicable topics, and monitor progress towards the overall project goal of 40% reduction of harm and 20% reduction of readmission by December 8, 2014.
 
 Deliverables:
 1. Subcontractor will continue to submit a monthly report documenting the activities undertaken and progress made towards achieving the goals of the project.  The option year monthly report template with the required information will be provided by the contractor. The CMS Level of Participation (LOP) report will be",,,,,,,,,,
CONT_AWD_HHSN268201100009C_7529_-NONE-_-NONE-,HHSN268201100009C,,11718099.00,2010-11-29,2011,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,00268,"NIH, NHLBI, DERA OA OFC ACQUISTIONS",075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,00268,"NIH, NHLBI, DERA OA OFC ACQUISTIONS",075-2012/2012-0872-000;075-2015/2015-0872-000;075-2016/2016-0872-000,075-0872,001910777,"JOHNS HOPKINS UNIVERSITY, THE","JOHNS HOPKINS UNIVERSITY, THE",001910777,"JOHNS HOPKINS UNIVERSITY, THE",USA,UNITED STATES,3400 N CHARLES ST W400 WYMAN PARK BLDG,BALTIMORE,MD,,212182680,07,,"Contracts and Grants,Educational Institution,Hospital,Nonprofit Organization,Private University or College",Baltimore,MD,,212052103,07,USA,UNITED STATES,CLINICAL EXAMINATION CENTER,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2011,12,hhsn268201100009C,42387.00,2011-07-25,2011,030811269,"BRIGHAM AND WOMEN'S HOSPITAL, INC., THE",,825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,75 FRANCIS ST,BOSTON,MA,,021156110,08,,"Contracts and Grants,Hospital,Nonprofit Organization",,Boston,MA,,021156110,08,USA,UNITED STATES,Phillips Cardiac Ultrasound Equipment,,,,,,,,,,
CONT_AWD_HHSN272201400028C_7529_-NONE-_-NONE-,HHSN272201400028C,,4916990.00,2014-09-15,2014,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,75N930,NATIONAL INSTITUTES OF HEALTH NIAID,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,75N930,NATIONAL INSTITUTES OF HEALTH NIAID,075-2014/2014-0885-000;075-2017/2017-0885-000;075-2018/2018-0885-000;075-2019/2019-0885-000,075-0885,962048695,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7575 COLSHIRE DR,MCLEAN,VA,Virginia,221027508,08,,,MC LEAN,VA,Virginia,221027508,08,USA,UNITED STATES,"IGF::OT::IGF  PURPOSE AWARD CONTRACT FOR $4,916,990 FOR THE VIRAL BIOINFORMATICS RESOURCE CENTER",541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2019,8,7500149384,960619.00,2016-12-29,2017,094078958,"VECNA TECHNOLOGIES, INC.",VECNA MEDICAL,094078958,"VECNA TECHNOLOGIES, INC.",USA,UNITED STATES,36 CAMBRIDGEPARK DR STE 36,CAMBRIDGE,MA,Massachusetts,021402313,08,,"For-Profit Organization,S Corporation",,CAMBRIDGE,MA,Massachusetts,021402313,08,USA,UNITED STATES,Engineering and Research and Technology Based Services,,,,,,,,,,
CONT_AWD_0107_6800_EPS60701_6800,0107,EPS60701,750000.00,2011-06-28,2011,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,R6CO00,REGION 6 CONTRACTING OFFICE,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,REG 6,REGION 6 (FUNDING OFFICE),068-068-X-8145-000,068-8145,622824886,ENVIRONMENTAL QUALITY MANAGEMENT INCORPORATED,E Q M,826517729,"Eqm Technologies & Energy, Inc",USA,UNITED STATES,1800 CARILLON BLVD 100,CINCINNATI,OH,,452402788,01,,"Contracts,For-Profit Organization",Cincinnati,OH,,452402788,01,USA,UNITED STATES,"LAKE CHARLES NRG REMOVAL - ATTACHMENT 1 ENTITLED ""STATEMENT OF WORK"" IS INCLUDED.  PRIMARY COTR/OSC: CHRIS RUHL; ALTERNATE COTRS/OSCS: PAIGE DELGADO AND BRYANT SMALLEY",562910,REMEDIATION SERVICES,sub-contract,2011,7,017382,218895.00,2011-07-18,2011,039322250,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC.",,157793639,"CLEAN HARBORS, INC",USA,UNITED STATES,42 LONGWATER DRIVE,NORWELL,MA,,020611612,10,,"Contracts,For-Profit Organization",,Baton Rouge,LA,,708071017,06,USA,UNITED STATES,Transportation and disposal of rainwater.,,,,,,,,,,
CONT_AWD_0013_6800_EPW13001_6800,0013,EPW13001,137869.00,2013-05-08,2013,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,SCO00,SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD),068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,REG 10,REGION 10 (FUNDING OFFICE),068-068-X-8145-000,068-8145,006928857,BOOZ ALLEN HAMILTON INC.,,964725688,Booz Allen Hamilton Holding Corporation,USA,UNITED STATES,8283 GREENSBORO DR,MCLEAN,VA,,221024904,08,,"Contracts and Grants,For-Profit Organization",Seattle,VA,,221024904,08,USA,UNITED STATES,SF FMC ENFORCEMENT SUPPOT REGION 10  IGF::OT::IGF,541620,ENVIRONMENTAL CONSULTING SERVICES,sub-contract,2013,4,102532SB79,100000.00,2013-04-01,2013,054671359,"MABBETT & ASSOCIATES, INC.",,054671359,"MABBETT & ASSOCIATES, INC.",USA,UNITED STATES,5 ALFRED CIR,BEDFORD,MA,,017302318,06,,"Contracts and Grants,For-Profit Organization,Service Disabled Veteran Owned,Veteran Owned Business",,Bedford,MA,,017302318,06,USA,UNITED STATES,"Support the EPA and its State and Tribal Partners, Resource Conservation and Recovery Act (RCRA) projects managing  hazardous waste programs, underground storage tank programs, and solid waste programs, including development of waste reduction strategies such as recycling.",,,,,,,,,,
CONT_AWD_0001_9700_W912WJ14D0002_9700,0001,W912WJ14D0002,2041514.13,2014-02-14,2014,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912WJ,W2SD ENDIST NEW ENGLAND,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,REG 1,REGION 1 (FUNDING OFFICE),,,965616811,"JACOBS FIELD SERVICES NORTH AMERICA, INC.",,074103508,JACOBS ENGINEERING GROUP INC.,USA,UNITED STATES,125 BROADWAY AVE,OAK RIDGE,TN,,378305436,03,,"Contracts and Grants,For-Profit Organization",New Bedford,MA,,027401051,09,USA,UNITED STATES,"EXECUTION PLAN, TECHNICAL SUPPORT,",562910,REMEDIATION SERVICES,sub-contract,2014,5,35BG1001S140103,67467.00,2014-04-25,2014,878528751,"CR ENVIRONMENTAL, INC.",,,,USA,UNITED STATES,639 BOXBERRY HILL RD,EAST FALMOUTH,MA,,025364129,10,,"Contracts and Grants,DoT Certified Disadvantaged Business Enterprise,Economically Disadvantaged Women-Owned Small Business,For-Profit Organization,S Corporation,Self-Certified Small Disadvantaged Business,Woman-Owned Business",,New Bedford,MA,,027401051,04,USA,UNITED STATES,Mobilization,,,,,,,,,,
CONT_AWD_0001_9700_W912WJ14D0002_9700,0001,W912WJ14D0002,2041514.13,2014-02-14,2014,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912WJ,W2SD ENDIST NEW ENGLAND,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,REG 1,REGION 1 (FUNDING OFFICE),,,965616811,"JACOBS FIELD SERVICES NORTH AMERICA, INC.",,074103508,JACOBS ENGINEERING GROUP INC.,USA,UNITED STATES,125 BROADWAY AVE,OAK RIDGE,TN,,378305436,03,,"Contracts and Grants,For-Profit Organization",New Bedford,MA,,027401051,09,USA,UNITED STATES,"EXECUTION PLAN, TECHNICAL SUPPORT,",562910,REMEDIATION SERVICES,sub-contract,2014,5,35BG1001P140113,365248.00,2014-04-16,2014,030000835,TANTARA ASSOCIATES CORPORATION,TANTARA,,,USA,UNITED STATES,54 MASON ST,WORCESTER,MA,,016103252,03,,"Contracts and Grants,DoT Certified Disadvantaged Business Enterprise,Economically Disadvantaged Women-Owned Small Business,For-Profit Organization,S Corporation,SBA Certified 8(a) Program Participant,SBA Certified Hub Zone Firm,Self-Certified Small Disadvantaged Business,Woman-Owned Business",,New Bedford,MA,,027401051,04,USA,UNITED STATES,Fuel,,,,,,,,,,
CONT_AWD_HHSM500201200146G_7530_GS10F0275P_4730,HHSM500201200146G,GS10F0275P,2645546.00,2012-09-27,2012,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,,,006914071,"RAND CORPORATION, THE",RAND,006914071,"RAND CORPORATION, THE",USA,UNITED STATES,1776 MAIN ST,SANTA MONICA,CA,,904013297,33,,"Contracts and Grants,Nonprofit Organization",Santa Monica,CA,,904072138,33,USA,UNITED STATES,IMPLEMENTATION OF THE MEDICARE ADVANTAGE AND PRESCRIPTION DRUG PLAN DISENROLLMENT SURVEY,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,sub-contract,2015,5,9920130037,109325.33,2012-09-27,2012,047006379,"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",HARVARD MEDICAL SCHOOL,001963263,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,USA,UNITED STATES,25 SHATTUCK ST,BOSTON,MA,,021156027,07,,"Contracts and Grants,Educational Institution,Nonprofit Organization,Private University or College",,Boston,MA,,021156027,07,USA,UNITED STATES,"Natl Implement of PDP & MA Plan Disenrollment Survey
 ",,,,,,,,,,
CONT_AWD_HHSI245201001782G_7527_V797P3492K_3600,HHSI245201001782G,V797P3492K,85956.01,2010-07-15,2010,075,Department of Health and Human Services (HHS),7527,INDIAN HEALTH SERVICE,75H710,DEPT OF HHS/INDIAN HEALTH SERVICE,075,Department of Health and Human Services (HHS),7527,INDIAN HEALTH SERVICE,75H710,DEPT OF HHS/INDIAN HEALTH SERVICE,,,961027315,CARDINAL HEALTH 200 INCORPORATED THE MEDICAL PRODUCTS AND SERVICES GROUP OF CAR,CARDINAL HEALTH 200 INCORPORATED THE MEDICAL PRODUCTS AND SE,097537435,"CARDINAL HEALTH, INC.",USA,UNITED STATES,1430 WAUKEGAN ROAD,MC GAW PARK,IL,,600856787,08,,"Contracts and Grants,For-Profit Organization,Limited Liability Company",GALLUP,NM,,873053090,03,USA,UNITED STATES,TAS::75 0390::TAS M40729 ACCOUNT  10000976 CARDINAL MEDICAL PRODUCTS 961027315,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,sub-contract,2013,7,110652,395.86,2010-07-16,2010,088528245,"ANDOVER HEALTHCARE, INC.",Andover Coated Products,,,USA,UNITED STATES,9 FANARAS DR,SALISBURY,MA,,019521444,06,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,SALISBURY ,MA,,019521444,06,USA,UNITED STATES,medical/surgical equipment or supplies,,,,,,,,,,
